Label,Species,Infected_Status,Risk,ID,Phys_Growth_rate_mean_mm_per_year,Phys_Growth_form,Phys_Repo,Phys_Life_history,days_to_infection,perc_lost_hour,Bac_nautella_italica,Bac_thalassobius_mediterraneus,Bac_pseudoalteromonas_sp,Bac_arthrobacter_ramosus,Bac_pseudomonas_veronii,Bac_endozoicomonas_sp,AntOx_RED660,AntOx_Catalase,AntOx_Prophenyloxidase,AntOx_POX,AntBac_Vibrio_gentimepermgprot,Q95029,Q3SZQ6,Q5ZL16,Q80W94,C9JTQ0,Q8N6G6,P34897,Q28HC7,Q5JU00,Q08CD5,P21670,Q1LU86,Q96P65,B0G143,Q6IND7,Q5ZJA9,Q5R5D8,Q7Z494,A3KP77,Q9JLI8,P11029,A7SE05,Q04336,Q5S1U6,Q5JVL4,Q9BV90,O16025,Q2HJ56,Q8K3Z0,Q91447,Q460N5,Q9CZB9,P38024,Q9SY73,Q9R080,Q6DG99,Q0EEE2,O73792,Q9NXG6,P61357,Q3KQ77,Q01890,K0E4E1,A7SDW5,Q9NQX0,Q5ZID0,A7SFB5,O73874,C3YWU0,Q99578
Ppor_127,Ppor,Control,0.1,127,21.26,branching_closed,brooder,weedy,0,0,0.40422054,0.26155447,0.21994353,0.39530391,0.00297221,0.12780502,0.311068702,7.55619213,1.256280271,0.189624268,2.32,7.576644262,12.38757521,6.959326912,1.995974434,5.953639939,4.805687909,7.597527544,7.322687237,5.89771492,7.090585124,8.283455761,5.008717685,5.326081146,7.151137801,7.117090893,6.669942772,3.642803379,2.49656642,6.793646885,7.888421504,6.80578452,8.441738767,8.042572264,8.267830545,8.852257969,6.347872314,6.513608431,6.692015948,6.885758838,6.807870134,7.224045799,7.439711812,8.210703667,5.713585548,7.017170165,7.106766963,10.47179509,7.736166525,3.576382904,11.89899468,8.718347244,8.881956813,-0.582355129,8.126046382,5.358891457,8.964905905,6.330546824,6.575787502,8.584771989,9.377811903
Ppor_128,Ppor,Exposed,0.15,128,21.26,branching_closed,brooder,weedy,0,0,1.461300662,1.883285603,0.360346691,0.067327934,0,1.256472016,0.501908397,6.529977636,1.853452071,0.71983319,2.56,8.226269059,12.94931691,7.074499275,2.690506443,5.62582697,5.186949806,7.692058346,7.479281581,5.314603398,6.629463991,8.140326444,4.421169854,5.725489059,6.154530945,6.430008375,6.71208571,6.013794764,2.468817531,6.179369674,7.46631278,5.475458604,7.564233017,6.497552073,8.231028413,6.842750932,6.989071288,3.652105633,5.261753748,6.753521758,6.553627164,6.014661052,7.743963457,8.361216353,5.444709061,7.217302122,6.145985127,9.398940968,8.028022907,4.646809069,11.79224495,9.353719891,7.747405724,5.305113467,7.015714964,5.066673794,8.69367986,5.125865822,3.981916426,8.269777046,8.42075746
Ssid_129,Ssid,Control,0.5,129,5.792,massive,spawner,stress_tolerant,0,0,0.239988706,0.125876429,0.241165122,13.93463837,0.067055668,0.189402852,0.191793893,10.70182575,3.876145588,1.662691153,14.44,7.708328129,13.85929623,7.718510078,6.378459686,6.465277899,7.385353875,10.27348575,7.195102223,6.073983356,8.508744927,8.760059083,5.529603374,0.447877,2.594686221,7.298105712,7.457970351,5.159673423,5.258216769,10.03409552,6.541898575,6.437854173,4.558368368,3.58856568,9.586173664,4.268283335,6.700922561,7.052400663,5.189817253,5.43340222,6.615336988,4.741424904,7.728814301,10.13660065,5.118468209,8.557880298,6.343365319,7.18027003,4.907806847,5.211949374,11.38007706,7.818133601,4.346648147,6.211073791,7.961960472,7.046417639,8.559867299,4.447762116,7.878383401,7.840504363,6.501668006
Ssid_130,Ssid,Infected,0.6,130,5.792,massive,spawner,stress_tolerant,4,1.3,0.70014839,0.626301893,0.772601556,3.284079113,0.062003191,0.156749639,0.177480916,41.78277859,3.380645161,0.903582578,12.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ssid_131,Ssid,Control,0.5,131,5.792,massive,spawner,stress_tolerant,0,0,0.344558479,0.66261246,0.013252249,46.4255739,2.015814351,0.178169128,0.177480916,13.6167091,0.963780419,0.135018086,3.1,9.079703441,12.54476223,6.812788216,2.331484706,7.329892987,3.709296798,7.585273347,8.08534503,4.384163698,8.498124188,9.020261683,5.858103301,4.664179764,3.838923957,6.970034671,7.186026897,5.410632085,6.829565274,4.884572481,6.245579278,6.142725518,5.768975212,3.112132136,9.486610028,3.677591287,5.82839825,6.930829262,6.974861152,6.765731804,6.742041526,6.733274417,8.412935512,6.390465471,6.580727487,4.758761476,0.550908834,6.623048493,6.247854278,5.609218093,11.4059841,8.222285713,5.426623486,1.860188978,5.904862542,4.59684844,8.84477137,5.808113434,4.023143458,2.909171241,5.385423609
Ssid_132,Ssid,Infected,0.6,132,5.792,massive,spawner,stress_tolerant,3,1.62,0.293887521,0.17938589,0.009541803,55.98557279,0.328238011,0.206102937,0.210877863,41.60215653,0.748749702,0.244752591,2.36,10.55142432,12.002113,7.008065104,4.383561016,7.332808503,4.127319009,8.189654297,8.273691973,0.757302652,8.308446746,10.33079814,5.518199865,4.009149155,4.281588819,7.433807952,7.257336877,4.984701687,6.565184134,3.356850903,5.370403511,5.48908994,6.656481873,3.688619645,10.22540489,4.800551462,6.363139572,5.790709714,6.873207931,6.759225977,6.668510898,5.879614844,8.172093246,7.254162323,4.761200641,4.872546322,0.288418383,7.42749691,7.326239651,3.609630595,10.73381284,7.384528826,5.788884214,3.53177758,4.854094876,4.318239063,8.509377488,4.604566005,6.647574088,4.002369938,5.48034409
Ssid_133,Ssid,Control,0.5,133,5.792,massive,spawner,stress_tolerant,0,0,0.689741826,0.831922548,0.162681198,7.310073008,0.095228018,0.218230875,0.129770992,11.73494793,0.598219814,0.142043914,2.85,9.348353069,12.78444458,7.042029993,6.034737976,1.134200168,2.919275576,8.148148648,7.42327863,6.435024354,6.475984533,8.77042632,6.715091439,0.603202558,8.03040426,7.052809207,7.034695883,5.564652822,6.122540375,10.72181433,6.488046522,6.164873301,7.469999393,5.38986666,8.97554029,6.927589244,7.120267677,7.309079388,5.648928676,4.581739945,8.698379768,5.370468291,8.323021436,9.067357524,6.890896192,3.65751309,6.696932425,7.79384529,6.891527257,0.550809072,11.25393721,7.407568428,5.581053649,4.350836353,5.787598697,6.569608462,8.891732284,6.000320697,6.63606271,9.084352104,6.690638932
Ssid_134,Ssid,Infected,0.6,134,5.792,massive,spawner,stress_tolerant,4,0.57,3.696644023,2.438406164,0.183514144,7.973233296,0.012166684,0.230153097,0.220419847,21.02704767,0.232809296,0.250882758,1.1,9.979649526,12.82608606,6.372608081,7.265691475,4.094505835,1.891080014,7.675750271,6.961395379,5.956761182,7.197424879,9.31392363,6.108060396,0.241474321,8.504843987,6.453069349,6.764742214,5.208135353,5.104340043,10.30455529,5.388745726,5.890321523,4.798018229,5.069499217,9.078277175,7.480048615,7.180343612,6.835020725,5.688779333,5.433504209,7.767694456,5.313001491,8.564655385,9.670682662,5.706498345,3.581679008,6.265274767,6.414585161,6.384586069,0.187192089,11.37580071,6.691754561,5.764296699,3.120346704,5.239799504,5.403432723,9.208288728,6.026364914,6.46510006,8.729543493,4.79303784
Ssid_135,Ssid,Control,0.5,135,5.792,massive,spawner,stress_tolerant,0,0,2.115384615,1.215349965,0.446985447,14.05751906,0.151593902,0.186243936,0.215648855,15.96566982,0.335584537,0.341911015,1.57,7.936413425,13.66390974,5.895943434,6.825828852,8.29350343,4.597757389,11.17255073,8.822525161,7.346286981,8.846480484,10.63027241,6.105926483,0.992695442,8.910845741,7.553301878,9.36433719,5.252995975,7.398836371,12.05746519,3.854836471,6.860020572,6.645821324,4.123107663,8.47434136,6.265385719,7.620253102,8.10244617,6.881201921,1.142188555,7.840746604,6.925084215,8.280924944,10.84282738,8.354995345,9.319833611,6.196832648,2.99819707,5.80655245,5.283163773,12.25092646,7.7362876,4.728705906,3.966323645,7.153833956,5.233163079,8.946334137,4.534690458,6.828784984,3.979744703,6.241655911
Ssid_136,Ssid,Exposed,0.55,136,5.792,massive,spawner,stress_tolerant,0,0,4.922469553,2.233423134,3.436417584,0.415895914,0.008690362,0.235881265,0.196564885,48.84195296,3.246550843,1.687978167,12.55,7.35309462,13.73994211,5.819826654,6.145474032,7.281856384,4.922807526,10.58744485,7.907467229,7.535738534,8.576279103,9.671147535,4.87216803,0.810039658,8.520738311,7.271673215,8.44282077,4.447019255,6.885949254,11.70960405,6.026058489,6.015938133,4.965804451,4.112246103,8.495220891,6.221226508,7.255570982,8.150674012,6.014368384,0.96442879,5.929478674,5.742432068,8.341742584,9.854353593,6.126808003,9.218439321,4.352448018,1.614536784,6.890885741,5.337569134,12.23169352,7.483348441,5.840256875,5.445100701,6.979535534,5.454894123,9.213499763,5.972899347,6.883250523,4.653980901,5.639535694
Ssid_137,Ssid,Control,0.5,137,5.792,massive,spawner,stress_tolerant,0,0,1.213907051,0.473590039,0.24278141,7.164379644,0.017959173,0.175600801,0.158396947,18.18332948,0.598097654,0.337482649,2.95,6.936527672,13.52013173,6.066162883,0.413299771,8.072388894,8.388927697,5.924389233,8.288842762,6.42245099,7.926468581,9.098617088,5.918909397,8.406259525,6.105393939,7.323718243,7.763324275,4.542523264,7.522822647,4.157396195,5.869355698,5.161792918,4.631683977,6.816844768,8.844871137,6.612508064,7.190689714,7.989576941,6.617533649,7.131864408,5.894368701,0.610865899,9.402028657,9.659870261,5.305990827,6.965813598,3.755832119,6.570594876,5.399419826,5.87326218,12.24478048,6.476884844,5.167401026,4.315167929,2.52658047,3.72750708,9.959859267,5.949103571,6.745062794,8.910011234,7.049960822
Ssid_138,Ssid,Exposed,0.55,138,5.792,massive,spawner,stress_tolerant,0,0,2.060592763,0.789406323,0.281114585,2.917649425,0.015998391,0.232662315,0.20610687,37.10397787,0.280896686,0.178870114,1.12,8.25209602,13.39807521,5.797934639,3.123535147,7.419094011,8.599076991,7.775369627,8.515697166,6.146491176,7.698075605,10.34399663,5.373281885,8.644735775,6.420343301,7.330796668,8.145713983,4.578197534,5.102644025,5.124609183,5.944285094,5.50147122,4.797853765,6.659563782,8.870037691,7.780783355,8.211795181,6.969498805,6.648237403,6.780979369,6.479875504,0.269704363,8.804083518,10.01494195,6.139408047,6.73831177,3.819780225,6.556197998,4.753619506,5.483273351,11.87659053,6.351638099,5.592063294,0.372001903,4.368389097,1.66824031,10.48631246,4.398707372,7.017405573,8.701033378,5.151992484
